id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
53184231,https://www.airbnb.com/rooms/53184231,Eastside Home - Sauna | Cold Plunge | Near UT!,"Enjoy the open concept living, dining and full kitchen space of this three bedroom home. Recharge in the bright, naturally lit space, or take full advantage of the central location to explore all that Austin has to offer! This house has a fully equipped kitchen, laundry room and all linens are provided. Experience the rejuvenating addition, a brand new sauna for 6 people and a cold plunge for the ultimate relaxation and health benefits!",114422088,Franklin,2017-02-01,"Austin, TX",within an hour,100%,96%,t,116.0,78702,30.27949,-97.72174,Entire home,Entire home/apt,8,3.0,3.0,2.5 baths,$168.00,2,45,f,11,23,47,321,94,23,1,2021-11-14,2025-09-05,4.93,4.89,4.91,5.0,4.96,4.88,4.84,2.01,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Pets allowed"", ""Dishwasher"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Freezer"", ""City skyline view"", ""Dining table"", ""Bikes"", ""Free parking on premises"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Central air conditioning"", ""Oven"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Private sauna"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Free street parking"", ""Garden view"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Board games"", ""Hangers"", ""Laundromat nearby"", ""Free dryer \u2013 In unit""]"
53380842,https://www.airbnb.com/rooms/53380842,Cozy Room only 10 minutes from Downtown Austin,"Welcome to your newly renovated home near downtown Austin! <br /><br />This is a private space with shared bath in a 3 bedroom home. You can happily rest here with laundry facilities, comfy lounge areas, driveway parking for your vehicle and a kitchen stocked with all the appliances you'll need. <br /><br />The Riverside district is a short walk away plus nearby trails are great for getting outside. A 10-15 minute drive can get you anywhere- the state Capitol or UT, Barton Springs, and Zilker Park!",285364413,Christian,2019-08-13,"Austin, TX",within an hour,91%,64%,f,15.0,78741,30.228958129882812,-97.7390594482422,Private room in home,Private room,2,1.0,1.0,1 shared bath,$73.00,1,365,f,26,51,81,269,13,5,0,2023-02-16,2024-12-17,4.38,4.46,4.62,4.92,4.62,4.54,4.31,0.41,"[""Iron"", ""Smart lock"", ""Hot water"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Essentials"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers""]"
53413902,https://www.airbnb.com/rooms/53413902,South Congress Living w/ Gorgeous Porch & Backyard,"Welcome to your chic urban retreat nestled in the heart of Austin's vibrant cultural scene! This stylish and modern three-bedroom house, located in Austin's most desirable neighborhood, promises a blend of comfort, style, and convenience that perfectly accommodates up to eight guests.",251180254,Jon - Austin Vacay,2019-03-25,"Austin, TX",within an hour,100%,100%,t,16.0,78704,30.2442,-97.75672,Entire home,Entire home/apt,8,3.0,4.0,2 baths,$151.00,1,1125,t,8,27,47,311,118,9,0,2021-11-21,2025-08-03,4.82,4.89,4.83,4.74,4.81,4.95,4.72,2.53,"[""Coffee"", ""Stove"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Private entrance"", ""Pets allowed"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Sound system"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Ethernet connection"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
53861695,https://www.airbnb.com/rooms/53861695,Guest house with private driveway and fence.,"Centrally located French Place guest house in quiet neighborhood near downtown Austin, UT campus, new Moody Center and stadiums.  Local ABIA bus to AUS airport. Private driveway, privacy fence, complete kitchen, washer & dryer, and many amenities. The living area is located on the second floor with a complete free laundry area on the first floor. We provide comfortable accommodations to support the well-being of our guests. Come stay with us for your business, events, or vacation accommodations.",436291875,Mark,2021-12-16,,within an hour,100%,98%,t,1.0,78722,30.286144,-97.721069,Entire guesthouse,Entire home/apt,2,1.0,1.0,1 bath,$82.00,1,1125,t,1,6,21,238,449,111,11,2022-01-22,2025-09-12,4.99,4.99,4.99,4.98,4.98,4.96,4.97,10.1,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Bergman Kelly body soap"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Free washer \u2013 In building"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Free driveway parking on premises \u2013 1 space"", ""Dishes and silverware"", ""Self check-in"", ""Clothing storage: closet"", ""Freezer"", ""Samsung stainless steel oven"", ""Dining table"", ""Keypad"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Free dryer \u2013 In building"", ""Bergman Kelly conditioner"", ""Smoke alarm"", ""Central heating"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Bergman Kelly shampoo"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Samsung Stainless Steel refrigerator"", ""Samsung stainless steel gas stove"", ""Extra pillows and blankets"", ""Toaster"", ""50 inch HDTV with Netflix, standard cable"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Microwave"", ""Free street parking"", ""Kitchen"", ""Hangers""]"
53949884,https://www.airbnb.com/rooms/53949884,"4BR East Austin Home w/ Garden, 10 min to Downtown","Nestled in the historic East Cesar Chavez neighborhood of East Austin and a mere 10-minute drive from Downtown, this 4-bedroom house boasts an unbeatable location. Within minutes you can dine at a slew of diverse restaurants, enjoy a stroll along the banks of the Colorado River, and revel in the vibrant entertainment of Rainey Street Historic District! When you return, a 1691 sq. ft interior awaits, complete with HDTVs, 500 Mbps Wi-Fi and access to a private fenced garden with patio furniture!",23631228,Megan,2014-11-11,,within an hour,100%,97%,t,2.0,78702,30.25871,-97.7298,Entire home,Entire home/apt,10,4.0,5.0,3 baths,$435.00,3,365,f,27,51,78,152,53,10,0,2022-01-17,2025-06-23,4.92,4.89,4.96,5.0,5.0,4.89,4.89,1.19,"[""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Iron"", ""Ceiling fan"", ""Single level home"", ""Outdoor furniture"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""TV"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Ethernet connection"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Free dryer \u2013 In unit""]"
53950888,https://www.airbnb.com/rooms/53950888,Private Room 9x9 in Shared House,Newly built condominium within 15 minutes of downtown and the most popular attractions in Austin. Open floor plan and comfortable furnishings makes living room and kitchen the ideal place for relaxing and socializing. Granite countertops and natural light throughout with ample closet space in bedroom. There is one security camera in the kitchen/living room common area.,436765772,Nicholas,2021-12-20,"Austin, TX",within a few hours,100%,100%,t,5.0,78752,30.33645,-97.70467,Private room in townhouse,Private room,1,1.0,1.0,1.5 shared baths,$52.00,5,1125,f,7,37,67,203,5,0,0,2022-02-01,2024-08-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.11,"[""Fire extinguisher"", ""Dedicated workspace"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""First aid kit"", ""Exercise equipment"", ""Hair dryer"", ""Iron"", ""Lock on bedroom door"", ""Free parking on premises"", ""Lockbox"", ""Carbon monoxide alarm"", ""Kitchen"", ""Self check-in"", ""Air conditioning"", ""Exterior security cameras on property""]"
501260614657629525,https://www.airbnb.com/rooms/501260614657629525,"Central Condo w/ Patio, Walk to Shops and Food NEW","Welcome to our private Northside oasis! This gem hosts 4 guests comfortably and is a stone's throw from all the Austin action by scooter or bike. If action isn't your game, relax and enjoy the peaceful patio. Grocery stores, coffee, restaurants, and activities are all located nearby. UT is a short drive, and the new MLS stadium is easily accessible by light rail. Everything Austin has to offer is at your fingertips, including the best tacos and BBQ in the country. You might not want to leave!",94705836,Austin,2016-09-11,"Austin, TX",within an hour,100%,99%,t,34.0,78756,30.32534,-97.74289,Entire condo,Entire home/apt,4,2.0,2.0,1.5 baths,$89.00,2,1125,f,9,22,22,22,118,27,1,2021-11-28,2025-08-17,4.92,4.96,4.96,4.99,4.97,4.9,4.92,2.55,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Fast wifi \u2013 58 Mbps"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Keypad"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Other gas stove"", ""Coffee maker: drip coffee maker, french press"", ""Baking sheet"", ""Central air conditioning"", ""Oven"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Free driveway parking on premises \u2013 2 spaces"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Paid street parking off premises"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""55 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
551427661889831346,https://www.airbnb.com/rooms/551427661889831346,"Downtown, large 1-Bedroom Condo with Balcony","Heart of downtown. 8th and Brazos. Stay within walking distance of Austin's great venues and sights: 6th street, Waterloo Park and Moody Amphitheater, Capitol Building, UT Campus, Lady Bird Lake, and more.  Over 900 sq ft. and nicely appointed for a stay of a month or more. King bed, granite countertops, stainless appliances, and washer/dryer in unit. Paid parking options available nearby. GoogleFiber internet. 1-month minimum rental. Sofa converts to bed for extra guest/s",12033821,Paul,2014-02-07,"Austin, TX",within an hour,100%,100%,t,1.0,78701,30.270018,-97.740883,Entire condo,Entire home/apt,2,1.0,2.0,1 bath,$94.00,29,365,f,16,16,16,283,6,2,0,2022-03-31,2025-08-16,5.0,5.0,4.83,5.0,5.0,5.0,5.0,0.14,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Wine glasses"", ""Iron"", ""Blender"", ""Pets allowed"", ""Outdoor furniture"", ""55 inch HDTV with Roku"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Wifi"", ""Outdoor dining area"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Smoke alarm"", ""Washer"", ""Exercise equipment"", ""Shared gym in building"", ""Central heating"", ""Essentials"", ""Building staff"", ""Air conditioning"", ""Dedicated workspace"", ""Elevator"", ""Fire extinguisher"", ""Stainless steel stove"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage: walk-in closet and closet"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Paid parking on premises"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit""]"
551454532689456567,https://www.airbnb.com/rooms/551454532689456567,Zilker Close to ACL Zen Sanctuary,"Luxury modern home with a Zen atmosphere located in the heart of Zilker neighborhood. Enjoy all new construction with double layered sound proofing and whole house water filtration. Numerous high end amenities, a gas fireplace, wide screen TV with top of the line sound system, fire pit in the back yard, and surrounded by flower gardens and three waterfalls. A short car ride or bicycle trek to Barton Springs, ACL, or SXSW. Rest on top of the line latex mattresses and all organic bedding.",1409844,Lakshmi,2011-11-15,"Austin, TX",,,,f,1.0,78704,30.24814,-97.77749,Entire home,Entire home/apt,4,2.0,2.0,2 baths,$900.00,3,14,t,16,19,19,278,0,0,0,,,,,,,,,,,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Stainless steel oven"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Freezer"", ""Dining table"", ""Wifi"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Coffee maker: drip coffee maker, french press"", ""Central air conditioning"", ""Dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Host greets you"", ""Safe"", ""Bluetooth sound system"", ""Dedicated workspace"", ""60 inch HDTV"", ""Fire extinguisher"", ""Stainless steel stove"", ""Barbecue utensils"", ""Fire pit"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Radiant heating""]"
565129083853652088,https://www.airbnb.com/rooms/565129083853652088,N.Lamar: Economic Spot Great Community,"This is a shared room for up to 4 people per room. Most people are 20-30 and stay several months. Students, young professionals, interns, etc. - It's an apartment with multiple rooms. There are usually 10-12 people per apartment.<br /><br /><br />We have community managers living there, so there is staff onsite 24/7.",8167447,Martin,2013-08-14,"Austin, TX",within a few hours,100%,75%,f,93.0,78751,30.31825,-97.73104,Shared room in condo,Shared room,1,1.0,1.0,1 shared bath,$18.00,30,365,f,0,0,0,259,0,0,0,,,,,,,,,,,"[""Fire extinguisher"", ""Keypad"", ""Smoking allowed"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Hair dryer"", ""Iron"", ""Free parking on premises"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Self check-in"", ""Air conditioning"", ""Dedicated workspace""]"
573375410498974601,https://www.airbnb.com/rooms/573375410498974601,Entire Home - Minutes from Downtown Austin,"BOULDIN CREEK - 5 minutes from all of Austin's most popular neighborhoods (South Congress, Downtown, Barton Springs, South Lamar).<br /><br />Walk/bike to the river from a beautiful and safe neighborhood in the heart of Austin.<br /><br />Longer term stays available upon request",30704845,Wilhelmina,2015-04-06,"Austin, TX",within an hour,100%,100%,t,1.0,78704,30.247700849427048,-97.7617768614388,Entire townhouse,Entire home/apt,5,2.0,2.0,2.5 baths,$218.00,3,1125,f,10,37,67,150,55,26,0,2022-07-26,2025-07-13,5.0,5.0,4.93,4.98,5.0,4.98,4.89,1.43,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""First aid kit"", ""Stainless steel oven"", ""Coffee maker: espresso machine"", ""Bathtub"", ""Wine glasses"", ""Private entrance"", ""Ceiling fan"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""EV charger"", ""Keypad"", ""Wifi"", ""Hot water kettle"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Game console"", ""Baking sheet"", ""Central air conditioning"", ""Sound system"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""65 inch HDTV with Roku"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
